Usuario,Anio_semana,Actividad_relativa_p50,Superavit_calorico_p50,HRV_SDNN_p50,Delta_cardiaco_p50,Fecha,Cluster,Cluster_label,PC1,PC2,TSNE1,TSNE2
Usuario_1,2023_W09,0.0628205128205128,18.59794544810485,49.7421,41.0,2023-02-27,0,SEDENTARIO,-1.0172067057159808,-0.6057729306691642,-24.578161,-8.839981
Usuario_1,2023_W10,0.1688888888888889,30.454268508678712,53.34652,38.0,2023-03-06,0,SEDENTARIO,-0.1582419724378703,0.42016710223139847,-10.427831,34.49113
Usuario_1,2023_W11,0.0845238095238095,18.815657102373365,57.19076666666666,37.5,2023-03-13,0,SEDENTARIO,-1.1746279280869611,-0.22090916985902675,-30.193241,-0.9176329
Usuario_1,2023_W12,0.0648148148148148,16.18157987956075,53.1417,42.0,2023-03-20,0,SEDENTARIO,-1.0705976911575572,-0.6756515918590349,-23.437471,-8.020567
Usuario_1,2023_W13,0.0452380952380952,2.929436769394261,53.1417,33.0,2023-03-27,0,SEDENTARIO,-2.1213198451258175,-0.8893158630847493,-35.694668,-17.88092
Usuario_1,2023_W14,0.0797619047619047,19.892242295430396,51.281025,44.0,2023-04-03,0,SEDENTARIO,-0.7133747436899834,-0.602584038879828,-11.3751335,-6.306287
Usuario_1,2023_W15,0.0727272727272727,19.89720155862557,60.95985,30.5,2023-04-10,0,SEDENTARIO,-1.6803185262959823,0.17965842951163336,-35.900627,-6.5199666
Usuario_1,2023_W16,0.0633333333333333,21.10690754516472,53.03673333333334,38.0,2023-04-17,0,SEDENTARIO,-1.1591624326361865,-0.2966744044981049,-29.26297,-9.43641
Usuario_1,2023_W17,0.0888888888888888,21.684307474318103,59.2204,38.75,2023-04-24,0,SEDENTARIO,-1.016849734433221,-0.10111113744120304,-28.754255,-0.29993182
Usuario_1,2023_W18,0.0761904761904762,22.233793836344315,60.143325,37.25,2023-05-01,0,SEDENTARIO,-1.186952283283715,-0.030156170652434706,-29.205837,-1.7475061
Usuario_1,2023_W19,0.0610119047619047,19.937902940134606,59.555925,32.0,2023-05-08,0,SEDENTARIO,-1.6522373480711428,0.05006606137652894,-35.091938,-6.4862814
Usuario_1,2023_W20,0.06,19.857244066595825,58.04397083333333,36.0,2023-05-15,0,SEDENTARIO,-1.4097357584927908,-0.16631582916170057,-31.79362,-6.146042
Usuario_1,2023_W21,0.0761904761904762,21.76365568544102,60.715125,38.0,2023-05-22,0,SEDENTARIO,-1.1668327876390172,-0.0715849605971506,-28.530214,-1.5442846
Usuario_1,2023_W22,0.053125,13.928728303223522,50.60822708333333,34.0,2023-05-29,0,SEDENTARIO,-1.6389221401337066,-0.5005253891201822,-34.078686,-18.541368
Usuario_1,2023_W23,0.0702380952380952,23.93850513637973,61.905525,37.5,2023-06-05,0,SEDENTARIO,-1.1882947692010861,0.04882431448756483,-28.665863,-2.1980789
Usuario_1,2023_W24,0.0477777777777777,22.6903294367694,48.02475714285714,39.0,2023-06-12,0,SEDENTARIO,-1.0849989388399537,-0.42529465726522797,-32.886967,-11.363661
Usuario_1,2023_W25,0.1083333333333333,26.40878498051718,45.82545,41.0,2023-06-19,0,SEDENTARIO,-0.4102230472903604,-0.22162147738860363,-14.096718,-16.25322
Usuario_1,2023_W26,0.1208333333333333,23.295005313496283,57.03074444444445,34.875,2023-06-26,0,SEDENTARIO,-0.9384033197664964,0.19052258522719173,-20.973541,8.923849
Usuario_1,2023_W27,0.1041666666666666,28.617144881331917,50.30888,38.5,2023-07-03,0,SEDENTARIO,-0.5825670179418896,0.06301330641780514,-19.57941,-14.858433
Usuario_1,2023_W28,0.1177083333333333,24.6769394261424,63.86155,31.5,2023-07-10,0,SEDENTARIO,-1.2140852913862137,0.5312041500038636,-20.795233,26.864082
Usuario_1,2023_W29,0.1273809523809523,21.078356358483884,54.46528571428571,40.0,2023-07-17,0,SEDENTARIO,-0.6285227205801092,-0.1648858438355157,-17.511852,5.8188586
Usuario_1,2023_W30,0.1254901960784313,26.11470067304286,56.626157142857146,39.5,2023-07-24,0,SEDENTARIO,-0.550156998959438,0.10803986659443679,-16.277119,7.9749756
Usuario_1,2023_W31,0.1444444444444444,25.60687212185618,61.9272,35.0,2023-07-31,0,SEDENTARIO,-0.7733168221035945,0.4544011909911653,-19.176321,29.203175
Usuario_1,2023_W32,0.1274509803921568,25.361955366631243,59.05436666666666,35.0,2023-08-07,0,SEDENTARIO,-0.8538235986407994,0.3335478596790406,-20.770258,28.207909
Usuario_1,2023_W33,0.1177083333333333,29.196599362380447,63.26816,35.0,2023-08-14,0,SEDENTARIO,-0.867849571381566,0.5524739104061374,-19.114492,25.794712
Usuario_1,2023_W34,0.1411764705882353,25.798937300743887,60.04494285714286,42.0,2023-08-21,0,SEDENTARIO,-0.36059399916724716,0.10101941299956393,-10.209938,9.412253
Usuario_1,2023_W35,0.08125,27.819199433227062,74.278125,43.0,2023-08-28,0,SEDENTARIO,-0.866615638092353,0.2552062116972967,-18.520689,15.267834
Usuario_1,2023_W36,0.099074074074074,25.32936592277719,56.1559,41.0,2023-09-04,0,SEDENTARIO,-0.6617727227325441,-0.08119694508556313,-15.120331,-9.364892
Usuario_1,2023_W37,0.1431372549019607,24.873680481756995,51.65003333333333,32.25,2023-09-11,0,SEDENTARIO,-0.8072949569429494,0.3299614881873678,-22.255213,30.815834
Usuario_1,2023_W38,0.1477777777777777,20.78476797732908,58.75516666666667,34.25,2023-09-18,0,SEDENTARIO,-0.8917001331420543,0.22974367164708104,-19.53645,29.869268
Usuario_1,2023_W39,0.0679487179487179,20.101027275947573,65.73220833333333,32.5,2023-09-25,0,SEDENTARIO,-1.664132716431456,0.18319657828406266,-35.644573,-5.791177
Usuario_1,2023_W40,0.0756410256410256,22.963230605738573,55.91566,34.0,2023-10-02,0,SEDENTARIO,-1.2911542926723831,0.05657959681817315,-33.625397,-3.4287276
Usuario_1,2023_W41,0.09642857142857139,15.772972015586255,56.0222,35.5,2023-10-09,0,SEDENTARIO,-1.2822159713458199,-0.24773673682037284,-23.891455,4.000273
Usuario_1,2023_W42,0.0702380952380952,17.70131066241587,56.00292375,37.5,2023-10-16,0,SEDENTARIO,-1.2882808306962827,-0.33529229402209426,-30.014364,-7.169354
Usuario_1,2023_W43,0.1297619047619047,27.06617074034715,53.761066666666665,24.5,2023-10-23,0,SEDENTARIO,-1.3081637237394825,0.7716632178978573,-21.960218,33.465176
Usuario_1,2023_W44,0.056060606060606,32.757421183138504,57.03414,31.5,2023-10-30,0,SEDENTARIO,-1.2887131428007004,0.543933243646147,-36.600292,-2.6534443
Usuario_1,2023_W45,0.1666666666666666,29.290187743535245,53.72892,32.44999999999999,2023-11-06,0,SEDENTARIO,-0.5323475704644373,0.6203963010224458,-19.871216,32.48914
Usuario_1,2023_W46,0.1254901960784313,33.36741055614594,60.630875,37.5,2023-11-13,0,SEDENTARIO,-0.5054185270307734,0.5849105148396971,-11.59742,22.355553
Usuario_1,2023_W47,0.0766666666666666,27.75855472901169,62.0732,32.0,2023-11-20,0,SEDENTARIO,-1.3461928452617977,0.4778174479800597,-35.336346,-1.8967186
Usuario_1,2023_W48,0.0577777777777777,29.4201912858661,60.22216666666666,36.25,2023-11-27,0,SEDENTARIO,-1.1539010514076018,0.26264531480818054,-31.940527,-3.730817
Usuario_1,2023_W49,0.08416666666666665,22.63134962805526,59.62849285714286,43.1875,2023-12-04,0,SEDENTARIO,-0.7724743272971045,-0.2653184088102709,-13.944357,-0.9135729
Usuario_1,2023_W50,0.0567599067599067,21.259050655331208,57.4259625,38.040350000000004,2023-12-12,0,SEDENTARIO,-1.263307640052055,-0.22109686665856024,-29.460505,-5.3538494
Usuario_1,2023_W51,0.0830555555555555,35.42274176408077,53.747847500000006,35.0,2023-12-19,0,SEDENTARIO,-0.7732867154128504,0.5128589708527447,-6.031791,21.714005
Usuario_1,2023_W52,0.0723739495798319,17.284378320935176,55.94651458333333,35.75,2023-12-25,0,SEDENTARIO,-1.3856701944643255,-0.2693747965125368,-31.097183,-7.1496377
Usuario_1,2024_W01,0.0633241758241758,23.020297555791707,48.75515916666667,35.875,2024-01-02,0,SEDENTARIO,-1.1585726559831804,-0.20993891460495018,-31.108366,-12.735864
Usuario_1,2024_W02,0.0583333333333333,25.09117959617428,59.1544,35.0,2024-01-08,0,SEDENTARIO,-1.3366829295194835,0.11619637246819878,-32.190266,-4.382828
Usuario_1,2024_W03,0.0435897435897435,28.671130003542327,59.1544,32.0,2024-01-15,0,SEDENTARIO,-1.5010673977297488,0.3562322078733496,-36.33207,-3.153174
Usuario_1,2024_W04,0.0666666666666666,15.757350336521432,58.63174285714286,31.5,2024-01-22,0,SEDENTARIO,-1.7548195125138732,-0.10532976330689843,-35.56003,-7.3566184
Usuario_1,2024_W05,0.0568627450980392,14.407651434643997,55.15215,42.0,2024-01-29,0,SEDENTARIO,-1.2089990101237542,-0.7325374783686553,-22.839834,-7.2187924
Usuario_1,2024_W06,0.03809523809523805,18.09819341126461,55.2940725,19.171,2024-02-06,0,SEDENTARIO,-2.5354931966016143,0.3887217279558712,-37.02722,-22.576416
Usuario_1,2024_W07,0.054563492063491995,7.429791002479632,56.32427333333333,19.89615,2024-02-14,0,SEDENTARIO,-2.719706248013848,-0.021009077622479777,-37.121735,-21.98301
Usuario_1,2024_W08,0.0702380952380952,6.399929153382926,55.34138,27.0,2024-02-19,0,SEDENTARIO,-2.2218900567613447,-0.35474989653270167,-36.36104,-20.678745
Usuario_1,2024_W09,0.025773809523809497,11.494686503719446,66.54713333333332,36.75,2024-03-02,0,SEDENTARIO,-1.9822312827501507,-0.47832219853967034,-37.701847,-16.299967
Usuario_1,2024_W10,0.0702380952380952,13.609847679773289,66.54713333333332,7.704000000000001,2024-03-06,0,SEDENTARIO,-3.277519848266451,1.0418538575930811,-37.955585,-22.700676
Usuario_1,2024_W11,0.059722222222222204,23.737832093517532,57.902078571428575,37.0,2024-03-11,0,SEDENTARIO,-1.234740904887047,-0.05172012353862279,-30.438908,-4.6329045
Usuario_1,2024_W12,0.06190476190476185,10.943995749202976,48.35844345238095,35.5,2024-03-19,0,SEDENTARIO,-1.5494001027801194,-0.7130288374529412,-33.011852,-18.85042
Usuario_1,2024_W13,0.0307692307692307,11.884165781083952,65.6377,31.0,2024-03-27,0,SEDENTARIO,-2.2519064166531138,-0.20888043255919686,-37.563473,-17.113817
Usuario_1,2024_W14,0.065,16.215940488841657,59.22506,36.0,2024-04-01,0,SEDENTARIO,-1.5035223010970862,-0.27982245906928505,-31.639477,-6.9737883
Usuario_1,2024_W15,0.0476190476190476,22.630464045341835,49.1581,38.5,2024-04-08,0,SEDENTARIO,-1.1335953041955464,-0.38251401816540187,-32.76117,-11.193153
Usuario_1,2024_W16,0.05277777777777775,15.377718738930215,55.556695238095244,35.5,2024-04-15,0,SEDENTARIO,-1.5859942687392292,-0.4053586229397289,-32.466087,-7.670951
Usuario_1,2024_W17,0.0770833333333333,13.824725469358835,43.393825,36.5,2024-04-22,0,SEDENTARIO,-1.2262787530330657,-0.6936559012641705,-30.351225,-19.429796
Usuario_1,2024_W18,0.1509803921568627,25.826780021253985,49.520383333333335,42.0,2024-04-29,0,SEDENTARIO,-0.134229968556878,-0.08596016579079346,-8.90198,4.754796
Usuario_1,2024_W19,0.1041666666666666,27.07658519305703,59.383633333333336,35.0,2024-05-06,0,SEDENTARIO,-0.9662667115729994,0.34230874589028615,-32.638268,2.4289982
Usuario_1,2024_W20,0.0680555555555555,22.017074034714845,63.75945,40.0,2024-05-13,0,SEDENTARIO,-1.1461132489923285,-0.11180350557578399,-26.826366,-1.5532538
Usuario_1,2024_W21,0.1392857142857143,25.86737513283741,62.1613,34.0,2024-05-20,0,SEDENTARIO,-0.8615471654934297,0.4993290387797686,-19.826643,29.00734
Usuario_1,2024_W22,0.11499999999999995,20.475947573503362,54.3946375,36.58725,2024-05-28,0,SEDENTARIO,-0.9259299447071099,-0.07647645916786686,-21.093197,7.284031
Usuario_1,2024_W23,0.109375,17.533191640099183,60.947316666666666,37.5,2024-06-03,0,SEDENTARIO,-1.0998712625823557,-0.12229809073385933,-22.551624,5.759003
Usuario_1,2024_W24,0.1166666666666666,18.54778604321644,60.947316666666666,39.0,2024-06-10,0,SEDENTARIO,-0.933321032270268,-0.1247282489185236,-20.971424,5.778609
Usuario_1,2024_W25,0.09669312169312165,16.1503365214311,64.94566041666667,37.0,2024-06-18,0,SEDENTARIO,-1.3173711110236233,-0.11354387971869054,-24.118221,5.494359
Usuario_1,2024_W26,0.1254901960784313,22.01657810839533,59.3409,39.0,2024-06-24,0,SEDENTARIO,-0.7437242637638206,0.014343218020984413,-18.918308,7.2715006
Usuario_1,2024_W27,0.15260416666666665,30.865958200495932,52.59087166666667,32.25,2024-07-01,0,SEDENTARIO,-0.5752360432666757,0.6296692024210615,-21.421387,31.789785
Usuario_1,2024_W28,0.08103318250377065,22.74704215373716,61.7033375,41.2054,2024-07-08,0,SEDENTARIO,-0.9351831044491453,-0.1384399181787817,-25.679306,-0.7499627
Usuario_1,2024_W29,0.1104166666666666,19.708962097059867,55.7729875,37.5,2024-07-15,0,SEDENTARIO,-0.9489906995934666,-0.13476225384973356,-21.318182,6.6278205
Usuario_1,2024_W30,0.1362745098039215,25.353666312433585,54.587428571428575,40.0,2024-07-22,0,SEDENTARIO,-0.4400465725392139,0.04402926471362181,-15.596336,7.3110757
Usuario_1,2024_W31,0.1245098039215686,24.880835990081472,58.986628571428575,37.0,2024-07-29,0,SEDENTARIO,-0.772946948946444,0.21374141169551542,-19.2973,9.29238
Usuario_1,2024_W32,0.0923076923076923,27.201346085724406,60.48256666666666,38.8139,2024-08-05,0,SEDENTARIO,-0.8417579572884379,0.1642164786057953,-27.950525,1.8449053
Usuario_1,2024_W33,0.1225694444444444,26.17764789231314,65.91033571428571,38.364999999999995,2024-08-12,0,SEDENTARIO,-0.7729944881845824,0.3445997809096683,-16.163525,17.775814
Usuario_1,2024_W34,0.109375,27.007793127878145,67.78108333333334,44.5,2024-08-19,0,SEDENTARIO,-0.51494043396121,0.10440248603786467,-15.618645,14.838451
Usuario_1,2024_W35,0.1064814814814814,31.782996811902237,68.61996,41.5,2024-08-26,0,SEDENTARIO,-0.5746438456522639,0.4476723195998121,-14.304814,17.201796
Usuario_1,2024_W36,0.0833333333333333,20.665249734325187,65.72926666666667,35.0,2024-09-02,0,SEDENTARIO,-1.3984928283587421,0.14147417049512145,-32.909176,0.062257286
Usuario_1,2024_W37,0.0976190476190476,25.143535246191995,60.58685,36.0,2024-09-09,0,SEDENTARIO,-1.0304426438502408,0.22160098127108468,-32.118103,1.7823415
Usuario_1,2024_W38,0.06626838235294111,41.90410910379029,63.077795833333326,36.25,2024-09-17,0,SEDENTARIO,-0.7608152230821872,0.8717488439314414,-8.013348,22.550577
Usuario_1,2024_W39,0.1088235294117647,28.783280198370527,69.2928,37.0,2024-09-23,0,SEDENTARIO,-0.9173057063646588,0.5436225410749524,-15.41902,19.304102
Usuario_1,2024_W40,0.0805555555555555,25.07056323060574,62.15369999999999,39.0,2024-09-30,0,SEDENTARIO,-1.001210156715693,0.0655693456018098,-27.327328,0.043358803
Usuario_1,2024_W41,0.091025641025641,22.432943676939427,55.672383333333336,38.5,2024-10-07,0,SEDENTARIO,-0.9404756529713801,-0.12543628350282246,-29.288296,0.033560764
Usuario_1,2024_W42,0.0702380952380952,23.69564293304995,53.6961,43.0,2024-10-14,0,SEDENTARIO,-0.7570542121652378,-0.37684171662814253,-13.935417,-6.0174675
Usuario_1,2024_W43,0.0710526315789473,24.170527807297205,52.67127142857142,33.0,2024-10-21,0,SEDENTARIO,-1.2944614607398388,0.07106314705139158,-34.180458,-4.2290454
Usuario_1,2024_W44,0.0822916666666666,39.9781792419412,58.30697142857143,32.5,2024-10-28,0,SEDENTARIO,-0.8524194431414845,0.9079097886250949,-6.928686,22.707333
Usuario_1,2024_W45,0.0702380952380952,24.266170740347142,51.58188571428571,36.0,2024-11-04,0,SEDENTARIO,-1.1089099705802894,-0.08390887121431402,-30.129282,-11.774453
Usuario_1,2024_W46,0.0797619047619047,35.78299681190223,56.623575,35.25,2024-11-11,0,SEDENTARIO,-0.8138908444047818,0.5663862634230443,-6.427677,21.769741
Usuario_1,2024_W47,0.0869047619047619,27.11909316330145,45.91738,44.0,2024-11-18,0,SEDENTARIO,-0.3649598767784234,-0.3883868173034773,-10.481791,-12.716116
Usuario_1,2024_W48,0.0966666666666666,29.20722635494155,58.482025,41.5,2024-11-25,0,SEDENTARIO,-0.567224928795202,0.1002500276594345,-13.935366,12.908819
Usuario_1,2024_W49,0.0905555555555555,24.627275947573505,50.88398,38.125,2024-12-02,0,SEDENTARIO,-0.8266701550578416,-0.11693851211619932,-21.50771,-14.429104
Usuario_1,2024_W50,0.0651190476190476,23.12079348211123,47.359815,34.25,2024-12-09,0,SEDENTARIO,-1.215319137534288,-0.1565832674810222,-31.69189,-14.142016
Usuario_1,2024_W51,0.0422222222222222,23.44073680481757,47.359815,37.5,2024-12-16,0,SEDENTARIO,-1.1762219057991339,-0.3572371455708562,-33.324547,-11.76358
Usuario_1,2024_W52,0.0827380952380952,29.825752745306414,55.8404,37.5,2024-12-24,0,SEDENTARIO,-0.8332042421150944,0.20835815980190814,-28.778727,3.4423466
Usuario_1,2025_W01,0.0305555555555555,9.650690754516472,56.22375,33.0,2024-12-30,0,SEDENTARIO,-2.0647383713088896,-0.5873888277399733,-36.541885,-17.885464
Usuario_1,2025_W02,0.0702380952380952,22.65299326957138,59.973600000000005,39.96,2025-01-06,0,SEDENTARIO,-1.0572300040359617,-0.1550257001203526,-26.796143,-2.2364593
Usuario_1,2025_W03,0.04749999999999995,19.328480340063763,45.16571666666667,35.0,2025-01-16,0,SEDENTARIO,-1.3747604465490968,-0.44782233269757343,-32.932312,-15.393667
Usuario_1,2025_W04,0.0702380952380952,19.691392136025502,45.9653,37.5,2025-01-20,0,SEDENTARIO,-1.0769545868202166,-0.4592713951844498,-29.186773,-15.9538145
Usuario_1,2025_W05,0.0717948717948717,18.746510804109107,41.4761,23.0,2025-01-28,0,SEDENTARIO,-1.8578736620544656,0.06058508527375195,-35.235077,-23.010365
