usuario_id,usuario_alias,semana_inicio,cluster,Actividad_relativa_p50_scaled,Actividad_relativa_iqr_scaled,Superavit_calorico_basal_p50_scaled,Superavit_calorico_basal_iqr_scaled,HRV_SDNN_p50_scaled,HRV_SDNN_iqr_scaled,Delta_cardiaco_p50_scaled,Delta_cardiaco_iqr_scaled
u1,ale,2022-11-01,1,-1.0138175174146398,-0.8818546446427676,-0.3775302354797676,-0.6455134760845915,0.35168257557304966,0.10199077469003198,-0.6818181818181818,1.2293872733829458
u1,ale,2022-11-08,1,-1.0873586844809864,-0.8754046716222209,-0.5301797388386602,-0.46056594683978963,-0.0015127631250395125,-0.9495949966706265,0.36363636363636365,-0.1229387273382946
u1,ale,2022-11-15,1,-0.8262875413954548,-0.7454377152581662,-0.6108457720907899,-0.1809198550363506,0.007860240602102726,-0.3039349803187752,-1.3636363636363635,-0.6146936366914729
u1,ale,2022-11-22,1,-0.5554109093677435,-0.6990728334392464,-0.3544145309864116,-0.6606595112868653,0.5444979081741294,-0.24817432422181068,-0.7272727272727273,-0.6864078943054781
u1,ale,2022-11-29,1,-0.6461116820829045,-0.5820937772938415,-0.40869674945679396,-0.7134350977743008,0.3130937116543268,0.6056446548832186,-0.5227272727272727,-0.7068976821951939
u1,ale,2022-12-06,1,-0.3990593239693953,-0.5455243848046117,-0.21397893175365088,-0.5188433638968143,-0.39637610891281755,0.726895950809585,-0.09090909090909091,-0.2458774546765892
u1,ale,2022-12-13,1,-0.6316660956948721,-0.8112632732512094,-0.35632599078333926,-0.6367627748808439,-0.04371617346759049,-1.0756612385263091,-0.09090909090909091,-0.04097957577943153
u1,ale,2022-12-20,1,-0.662964866202276,-0.7860008789207282,-0.49816278724011914,-0.7952585063383081,0.032167088708429686,0.7900312708085748,-0.5,-0.4097957577943153
u1,ale,2022-12-27,1,-1.0862096037455748,-0.4898396177272091,-0.4340114426572089,-0.6053621457807957,-0.1943015936480802,-0.2405462698392629,-0.6818181818181818,0.5942038488017573
u1,ale,2023-01-03,1,-0.8483498915153598,-0.7088520349582796,-0.5247166895461693,-0.6659386060446557,-0.020139281441345504,0.8877088232567147,-0.5454545454545454,0.1229387273382946
u1,ale,2023-01-10,1,-0.8706748886605001,-0.40957328680482824,-0.4172861694340901,-0.5402490434651389,0.007810606652481104,1.0999287767297976,-0.9090909090909091,-0.12332393535062122
u1,ale,2023-01-17,1,-0.9721441894103768,-0.15816115661296398,-0.5547330878826715,-0.5087997709119392,-0.31732868244842455,0.2628081249315176,-0.11897727272727304,1.1317534340884505
u1,ale,2023-01-24,1,-0.6828822656160785,-0.5445150834708388,-0.5709885955624772,-0.5728657588939697,-0.07372326622026773,0.7415641515159185,0.045454545454545456,-0.7581221519194833
u1,ale,2023-01-31,1,-0.6277263903163188,-0.2458970775030818,-0.48754851578302644,-0.33291528504375134,0.03440214835342414,-0.8043616877807828,-0.3181818181818182,0.36881618201488375
u1,ale,2023-02-07,1,-0.9218910585817065,0.7550051752386521,-0.8015827317846533,-0.27714428591489265,0.2734225518896901,-0.7427461838656085,-0.9090909090909091,0.28685703045602073
u1,ale,2023-02-14,1,-0.8501884206920182,-1.1549035025126533,-0.4814658619377178,-0.5812324328359971,0.16114642168329563,-1.244263365952746,-0.8181818181818182,0.36881618201488375
u1,ale,2023-02-21,1,-0.8223040615126942,-0.9035662962498167,-0.48884442073009604,-0.5545348576011576,0.2506024244039714,1.1313176937146505,-0.36363636363636365,1.5519702980034749
u1,ale,2023-02-28,1,-0.9770469338814659,-0.779443406349838,-0.5722399537769917,-0.6288978965607992,0.021068386084723865,0.27572076685125746,0.09090909090909091,-0.16391830311772612
u1,ale,2023-03-07,1,0.5440295382741435,0.9604368159431218,0.10548593591679029,-0.10370733379473943,0.49689098454453956,0.046984389882081715,-0.6818181818181818,0.7376323640297675
u1,ale,2023-03-14,1,-0.7227170644436832,-0.32966528771692205,-0.5913302535285122,-0.5084823083755832,0.27505373181428916,0.15481663168719012,-0.2727272727272727,-0.5015900075402423
u1,ale,2023-03-21,1,-0.9484475911334421,-0.6776054989920677,-0.7103631726198246,-0.13794208408628833,0.1773050297267528,-0.7312472079635183,-0.7831818181818183,0.8195915155886306
u1,ale,2023-03-28,1,-1.2291880781089413,0.931244715827897,-1.4678763100235044,0.5093145648322295,0.1773050297267528,-0.11202145548334846,-0.8636363636363636,0.20489787889715766
u1,ale,2023-04-04,1,-0.6231300673746711,-0.3922104806434537,-0.49825593040818944,-0.7119962756337197,-0.08408052342370102,0.5855767609848188,-0.09090909090909091,0.29951971937186495
u1,ale,2023-04-11,1,-0.9696928171748315,-0.4846991846835626,-0.4979724512010185,-0.5709635438575793,0.5366065697579121,0.4243082071122137,-0.6648363636363638,0.20489787889715766
u1,ale,2023-04-18,1,-0.853602832020098,-0.5370946283985887,-0.42882377316597037,-0.6554213794369921,0.12007432837147021,0.995215924511762,-0.45454545454545453,-0.4097957577943153
u1,ale,2023-04-25,1,-0.6032126679608701,-0.6406256536742534,-0.3958186940452887,-0.463776414747777,0.4566660385827362,0.03089657032560617,-0.13636363636363635,-0.622069960331771
u1,ale,2023-05-02,1,-0.7853146054584896,-0.20926579133335074,-0.36440919789068665,-0.1545013396116955,0.4990812357627925,0.7784511678087679,-0.5454545454545454,-0.6761630003606203
u1,ale,2023-05-09,1,-1.1126384606600443,-0.8776442455876887,-0.546763272458193,-0.3618581396687857,0.4720858820519656,0.17864323884660374,-0.75,0.32783660623545224
u1,ale,2023-05-16,1,-0.9402763503482934,-0.7719901041927602,-0.3742742743002548,-0.30394426841952416,0.40260045896084273,0.36010348446152735,-0.6363636363636364,-0.7376323640297675
u1,ale,2023-05-23,1,-0.7853146054584896,-0.48721185094105995,-0.4276007628721733,-0.6465708311451965,0.5253596546457531,0.07671283536045806,-0.6818181818181818,-0.7679572501065473
u1,ale,2023-05-30,1,-1.1160857028662778,-0.8118186875946454,-0.660159005029752,0.39629616096591663,0.06087330091807475,0.09061322603484517,-1.1818181818181819,0.20489787889715766
u1,ale,2023-06-06,1,-0.8706748886605001,-0.5089387045047253,-0.266965245276964,-0.5617238479405736,0.19558041192238973,0.6097607789164667,-0.4090909090909091,-0.4097957577943153
u1,ale,2023-06-13,1,-0.9696928171748315,-0.4350022000466243,-0.30804543209907354,-0.7050325812878473,-0.19370874369426727,0.01329954592907646,-0.36363636363636365,-0.32783660623545224
u1,ale,2023-06-20,1,0.09787979140497076,0.009092670299802761,0.18677157372173753,-0.31241590981308776,-0.058081678485367806,0.6904601456735624,-0.18181818181818182,-0.38930596990459954
u1,ale,2023-06-27,1,-0.1451124814434164,0.21573684269710344,-0.3368833668743342,-0.4583104267226154,0.0848663942927084,-0.08268314755879957,-0.7386363636363636,0.4917549093531784
u1,ale,2023-07-04,1,-0.3841212744090445,0.376875506908995,0.042112134302121886,-0.16871546865885956,0.08012589253024364,-0.502793090078471,-0.6818181818181818,0.7786119398091991
u1,ale,2023-07-11,1,-0.18992663012447158,0.19271929191789222,-0.27615402129228,-0.5129831078829528,0.6699610434771953,-0.45169411642405655,-0.9090909090909091,-0.2286660328492273
u1,ale,2023-07-18,1,-0.05121616992120651,0.005530430298258344,-0.22729030538183242,-0.44976454005845257,0.23813353589587188,-0.4560775133546124,-0.4090909090909091,-0.9425302429269252
u1,ale,2023-07-25,1,-0.07833061282066836,0.2316436143963099,-0.14257051946715033,-0.34817908860628594,0.547984233561435,-0.4546285643243052,-0.29545454545454547,-0.645108677834967
u1,ale,2023-08-01,1,0.1934833085912224,0.052969876472673726,-0.17159879028151181,-0.281645085422262,0.7079174830481171,-0.23563405417543973,-0.7272727272727273,-0.16391830311772612
u1,ale,2023-08-08,1,-0.05021193129530012,1.01142999093959,-0.1855986134128243,-0.6332630064356938,0.31394545474042507,-0.11022894548620289,-0.7272727272727273,-0.8605710913680622
u1,ale,2023-08-15,1,-0.18992663012447158,-0.5665858653344547,-0.1334262901843892,-0.6401089324213056,0.6426904051754116,0.15405420253417446,-0.5,-0.27166999967216354
u1,ale,2023-08-22,1,-0.1517516145813512,1.038888301515602,-0.16062004555805573,-0.5980861092620563,0.6408683927813681,-0.08355903674590992,-0.5,0.10006392813821594
u1,ale,2023-08-29,1,-0.7127583647367813,0.4302019586875427,-0.04513871596230611,-0.2638559185866504,1.1486793386429406,-0.5942456654950627,0.09090909090909091,-0.9835098187063568
u1,ale,2023-09-05,1,-0.4571517389263197,0.7234359649685477,-0.18746147677423688,0.4095553422222678,0.2840324651550199,-0.40655317301775823,-0.18181818181818182,1.1654591351670327
u1,ale,2023-09-12,1,0.17473752090764302,0.5318382165619938,-0.22337829232286607,-0.07253968123346871,0.10875196659206246,0.48549652192027076,-1.1818181818181819,-0.6044487427466151
u1,ale,2023-09-19,1,-0.28453427734003217,0.38678338213222524,-0.43444881057684476,-0.445302143277255,0.8236325004327656,0.2088104028118454,-0.7272727272727273,0.18440809100744188
u1,ale,2023-09-26,1,-0.9035057668151194,-0.911237855069712,-0.48632145578626973,-0.1702947679717778,0.7110254772288936,-0.2627577102350766,-0.9545454545454546,0.08195915155886306
u1,ale,2023-10-03,1,-0.793194016215599,-0.006092519450373631,-0.3586707687969436,-0.23823976412081702,0.3047889101824661,0.2919371781256071,-0.8181818181818182,0.08195915155886306
u1,ale,2023-10-10,1,-0.4950896425716582,1.072236348299294,-0.7337198344392764,-0.04215416419523565,0.30968520739790945,0.16010587763565406,-0.9318181818181818,0.5532242730223257
u1,ale,2023-10-17,1,-0.8706748886605001,0.35485601568051045,-0.6234929944335984,0.3913038065635448,0.3304901046142724,-0.39052248484925095,-0.5,-0.45077533357374683
u1,ale,2023-10-24,1,0.020084772518120686,0.08798943587247617,-0.0881830087198183,-0.031963360760034254,0.2057694870698964,1.5368481385018653,-1.6818181818181819,-0.4917549093531784
u1,ale,2023-10-31,1,-1.0739875631961966,0.3138986870000274,0.038945266587720115,1.0617744426203781,0.3561912990460784,-0.255492831314637,-1.0454545454545454,1.4547749401698193
u1,ale,2023-11-07,0,0.5824584030254796,0.8248798829612589,-0.1259019420854662,1.2605443931053892,0.20429211111264306,0.31193787500587056,-0.9590909090909101,-1.0654689702652198
u1,ale,2023-11-14,1,-0.17830814713308682,-0.3348758541570519,0.2720056719122882,0.29003069728424485,0.5214877470016653,0.5809418148628445,-0.5,-0.28685703045602073
u1,ale,2023-11-21,1,-1.0493624148300411,-0.5324751338324842,-0.0486052616957176,1.231381362850301,0.587773197360822,-0.2969984378643697,-0.5,0.696652788250336
u1,ale,2023-11-28,1,-1.0493624148300411,-0.4123682751137322,0.04637647151857302,0.255107258103343,0.5214877470016653,-0.46683654440105365,-0.6818181818181818,-0.8810608792577779
u1,ale,2023-12-05,1,-0.6589813863195151,-1.071053853245527,0.05514002872313194,0.6054578891530951,0.4700987185993601,-0.13592265742871218,0.056818181818181816,-0.6556732124709045
u1,ale,2023-12-12,1,-1.063959222232604,-0.8949648950626564,-0.4201270360602448,-0.15357839409269258,0.3741984270327322,-0.899847792620471,-0.450877272727273,3.0343941579516764
u1,ale,2023-12-19,1,-0.7227170644436832,-0.4555114279845136,0.3222543862349164,0.44737690713829015,0.3762854656782771,0.4503262769314877,-0.6363636363636364,-0.45077533357374683
u1,ale,2023-12-26,1,-0.8094163324802341,-0.6549111494753198,-0.45499700339381904,-0.03566282338128,0.30389764376611356,-1.2478208418674803,-0.9545454545454546,1.5982034553978297
u1,ale,2024-01-02,1,-1.0689733927143994,-0.6090077556250405,-0.4617964546629755,-0.16058945180084447,0.1385530937729307,-0.1455143036555649,-0.6818181818181818,-0.9322853489820674
u1,ale,2024-01-09,1,-1.04139545506452,-0.37976007817651447,-0.20107657812438837,-0.025944373477994845,0.45363285277253107,-0.8300085371595214,-0.8636363636363636,0.20489787889715766
u1,ale,2024-01-16,1,-1.1057439762475736,-0.32966528771692205,0.0035589621267976767,0.2078514234577094,0.45363285277253107,0.7046831557869062,-1.0,-0.3796921614267449
u1,ale,2024-01-23,1,-1.0138175174146398,-0.9530432357584526,-0.8117636850250698,0.042417599471820694,0.4296129099040959,-0.1355495931904998,-1.0454545454545454,-0.6556732124709045
u1,ale,2024-01-30,1,-1.1116921588779392,-0.6658428253774974,-0.9456812873443657,0.5660669328275075,0.27404826135644694,-0.6948523140639148,-0.29545454545454547,0.1229387273382946
u1,ale,2024-03-12,1,-1.04139545506452,-0.44497647205095225,-0.27761191435773336,0.4187796770488043,0.41611785918358263,-1.227553140506713,-0.5,-0.6146936366914729
u1,ale,2024-03-19,1,-0.9901792851433149,-0.3993249963388442,-1.0097516378680842,0.44905766645375594,-0.04252081704309033,0.43141401521035305,-0.6818181818181818,-0.13318362128315248
u1,ale,2024-03-26,1,-1.3386243386243395,-0.6068349616832709,-0.9199130274124766,-0.3300645226709096,0.6238853425125502,0.4167867543381165,-1.3181818181818181,-0.1759376126938329
u1,ale,2024-04-02,1,-0.9019736591679041,-0.7448166067450792,-0.7083990666844221,-0.551424236781218,0.32685334546607653,-0.38507676820949555,-0.45454545454545453,0.4097957577943153
u1,ale,2024-04-09,1,-1.1950439648281372,-0.3111664067621557,-0.3827503025946828,0.3367104910372965,0.28208212230216595,-0.14079899805776416,-0.4090909090909091,0.09425302429269328
u1,ale,2024-04-16,1,-1.1700924974306273,-0.9983124908471164,-0.871081709125706,-0.6006885340056519,0.19213678311167648,-0.11172859268116013,-0.6818181818181818,-0.696652788250336
u1,ale,2024-04-23,1,-0.07616763731871619,0.6777830361282376,-0.8152342804614409,-0.49282167664260357,0.1664843691356492,0.6412120237884523,-0.5909090909090909,-0.6146936366914729
u1,ale,2024-04-30,1,0.28721224700911563,-0.09581793253859062,-0.08758770238475826,-0.7750177094638698,0.010878873248067092,-1.0771678846267285,-0.3181818181818182,-0.28685703045602073
u1,ale,2024-05-07,1,-0.3841212744090445,-0.25041423032555354,-0.2252857024168341,0.6090447037775695,0.5918220408438383,-0.24596808860343072,-0.6363636363636364,-0.30734681834573646
u1,ale,2024-05-14,1,-0.9019736591679041,1.3122559693264555,-0.37679723924408104,-0.37818441865541536,0.48334060991545386,0.5246886465411265,-0.45454545454545453,-0.4917549093531784
u1,ale,2024-05-21,1,0.09010252115767739,1.0390070428489873,-0.36768945728795677,0.020839107635721336,0.6171018719308418,-0.6077838966774911,-0.875,-0.6454283185260467
u1,ale,2024-05-28,1,-0.10926116249857243,1.947369109294178,-0.6500509464426084,0.07315514149996465,0.38116498845704294,1.0159102881803082,-0.5636818181818181,-1.219142379438088
u1,ale,2024-06-04,1,-0.30943102660728494,2.0484144709474634,-0.575107143472383,-0.1865112919670073,0.536030570836378,-0.5349362256724055,-0.6818181818181818,-0.18358849949185402
u1,ale,2024-06-11,1,-0.46777435194701367,1.7039037061116744,-0.6676003342180038,-0.24710183323046386,0.5475441343854504,-0.7131821787999066,-0.13636363636363635,-0.2458774546765892
u1,ale,2024-06-18,1,-0.11191681575374615,1.4279818700630291,-0.6235213423543157,-0.21399228281575738,0.5590576979345231,0.3121385102957678,-0.5,-0.8605710913680622
u1,ale,2024-06-25,1,-0.07833061282066836,0.6425068958052492,0.008860023300905325,0.4203593091853501,0.45009490194997037,-0.24597862459014977,-0.36363636363636365,-0.28685703045602073
u1,ale,2024-07-02,1,0.3104980301473104,-0.3047612252209156,0.1290187598149843,-0.31604496743635097,0.2335535019180633,-0.20616483159880777,-0.7811000000000002,0.4842064714946072
u1,ale,2024-07-09,1,-0.7158676420208384,0.38539642714937516,-0.33844250251377744,-0.7561466098229033,0.6351107151118529,-0.010676984558457017,-0.35931818181818187,0.8542192571222502
u1,ale,2024-07-16,1,-0.2944929770469343,0.4279161880198862,-0.5087325119646564,-0.2921981545743533,0.24374689924592735,-0.0887730105949866,-0.5,-0.6146936366914729
u1,ale,2024-07-23,1,0.04820345404348733,0.09050079103685767,-0.11388647340435423,-0.5064725657059105,0.4719813290562352,-0.19473241302994285,-0.45454545454545453,-0.2458774546765892
u1,ale,2024-07-30,1,-0.16809409615164994,-0.27778482877196886,-0.21310014621141934,-0.09864585448525773,0.4459225207043383,-0.5550920386170987,-0.5454545454545454,-0.8605710913680622
u1,ale,2024-08-06,1,-0.6032126679608701,0.21576055583321133,-0.22080673094352454,-0.2744740163550596,0.514671887422849,0.3777255995578516,-0.36363636363636365,-1.1321755237189777
u1,ale,2024-08-13,1,0.008661558148438405,-0.7332233423297947,-0.1389723583875522,-0.4964686555380797,0.7641178276699637,-1.0148242311438926,-0.28136363636363626,0.21924073041995876
u1,ale,2024-08-20,1,-0.30943102660728494,-0.43763962774007586,-0.09151996395852284,-0.1743299472252192,0.8500924508907307,0.35504621083773896,0.045454545454545456,-0.8605710913680622
u1,ale,2024-08-27,1,-0.593253968253968,-0.05110897813655986,0.18143811492395448,-0.1121072900994484,0.7477544467576313,-0.4325439471057317,-0.13636363636363635,0.22538766678687341
u1,ale,2024-09-03,1,-0.6828822656160785,-0.143594775920257,-0.4540696214160722,-0.41206586386618077,0.755796372125942,-0.5395144505573206,-0.6818181818181818,-0.7786119398091991
u1,ale,2024-09-10,1,-0.6202847246012723,-0.374583237085514,-0.15501120695901938,-0.6160253027479133,0.5769366158268833,-0.7598995980671556,-1.0454545454545454,1.0859587581549355
u1,ale,2024-09-17,1,-0.8770769099006512,0.6664885589087667,0.6797824120225705,0.3121045842879636,0.6062532265897035,0.982543766488819,-0.5909090909090909,0.18440809100744188
u1,ale,2024-09-24,1,-0.578315918693616,0.1894705922715132,-0.23624419862549215,-0.20122209627266394,0.9385990511336915,-1.0868079612725214,-0.5454545454545454,-0.8605710913680622
u1,ale,2024-10-01,1,-0.572570515016558,-0.25546073699440897,-0.2022550416856296,0.25484355938362785,0.5914727649020569,0.36579006504617084,-0.4090909090909091,-0.5756073173130511
u1,ale,2024-10-08,1,-0.17498858056411953,0.3493208427550353,-0.35302548287127117,-0.26579500024016667,0.27768050136416766,-0.32010180472421534,-0.36363636363636365,1.9067550732714813
u1,ale,2024-10-15,1,-0.8706748886605001,-0.7066746900105887,-0.2808476270224478,0.035133882407847226,0.2027837905324773,-0.9204530218413993,0.0,1.2293872733829458
u1,ale,2024-10-22,1,-0.8589940078012782,-0.8618955614625171,-0.21017626067459325,-0.039152351099450644,0.2513432570594334,-0.5242951048601586,-0.9090909090909091,0.45077533357374683
u1,ale,2024-10-29,1,-0.9696928171748315,-0.28809369174000427,0.6498875047748562,-0.06991549494504223,0.4146872721964752,-0.5224054380140799,-0.9545454545454546,-0.6146936366914729
u1,ale,2024-11-05,1,-0.8706748886605001,-0.5419858579391705,-0.2482353690888471,-0.3254933181655586,0.10562008187850909,-0.5474615195662293,-0.45454545454545453,0.0
u1,ale,2024-11-12,1,-0.6669483460850366,-0.46081473913474175,0.4100843440225658,0.3507249259083663,0.03390060035632278,0.558131569187718,-0.7045454545454546,-0.4712651214634626
u1,ale,2024-11-19,1,-0.640704243328027,-0.7237628549410765,-0.08515788060900267,-0.029587512100854436,-0.14540908944681133,0.37392806871149104,0.09090909090909091,0.18440809100744188
u1,ale,2024-11-26,1,-0.4916752312435769,-0.6676438739936632,0.03420306442203687,0.17379844607004238,0.39735461771901365,-0.8547416154617686,-0.13636363636363635,1.7621217585155557
u1,ale,2024-12-03,1,-0.5793117886643068,-0.024039586945335995,-0.21035647245629532,0.2742369361005349,-0.05046562466010719,-0.08683897219342197,-0.4431818181818182,1.0142445005409304
u1,ale,2024-12-24,1,-0.8706748886605001,-0.1350365728396216,-0.05228644168598691,0.027578786078923775,0.31894791345922596,0.05014072566257356,-0.5,0.32783660623545224
u1,ale,2025-01-07,1,-0.961467189884457,-0.5872244376510967,-0.31259932307713567,-0.5419246824171146,0.4529599604153932,-0.26307299963756003,-0.38818181818181846,0.5887240599285324
u1,ale,2025-01-14,1,-1.113098092954208,-0.6983887453916108,-0.4325656987006344,-0.6692719626763938,-0.152503374036236,0.3555693225781986,-0.5,-0.6146936366914718
u1,ale,2025-01-28,1,-0.8595123900879307,-0.1509248895329051,-0.45737822873405953,-0.3623292131098305,-0.3072372119813906,0.896175880838592,-1.1590909090909092,3.6471822443694064
u1,ale,2025-02-04,1,-0.44387347265045035,0.8399298200092047,0.07056534729622094,0.05555389200442184,0.4020585833796735,1.1870266181168394,-0.5,0.7786119398091991
u1,ale,2025-02-18,1,-1.105131133188688,-0.02708988668630231,-0.6539994068282114,-0.3251144112673267,0.2428376985166498,0.08596943720973507,-1.7045454545454546,0.9015506671474937
u1,ale,2025-02-25,1,-0.6828822656160785,-0.32976084287278185,-0.36975480579734915,-0.1518310700518621,-0.09542145963641602,0.012899088125400974,-1.0,-0.16391830311772612
u1,ale,2025-03-04,1,-0.8397317859997715,-0.6756794653817654,-0.23192924012204588,-0.6201894383558407,-0.10047286294442688,-0.4807116110787993,-0.2518181818181821,-0.10572730551093386
